id,amountUSD,fullParkedAmountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,sourceObjects,destinationObjects,boundary,onBoundary,reportDetails,refCode
335465,435606,,2024,,financial,2025-01-08T07:03:39.363Z,2022-09-01T00:00:00Z,2022-09-01T00:00:00Z,Accelerating local action in humanitarian and health crises,['softly earmarked'],1.0,2024-10-03T00:00:00Z,Standard,['Multiyear'],True,435606.0,EUR,Traditional aid,323449.0,commitment,2025-01-08T07:03:39.363Z,1,"[{'type': 'Organization', 'id': '8523', 'name': ""European Commission's Humanitarian Aid and Civil Protection Department"", 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['Other Multilateral Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '4393', 'name': 'International Federation of Red Cross and Red Crescent Societies', 'behavior': 'single', 'organizationTypes': ['Red Cross/Red Crescent Organizations'], 'organizationSubTypes': ['International Red Cross/Red Crescent Movement'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '7', 'name': 'Health', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': ""European Commission's Humanitarian Aid and Civil Protection Department"", 'reportChannel': 'From EDRIS', 'date': '2024-12-11T00:00:00.000Z'}]",ECHO/-AF/BUD/2022/92088
335468,298660,,2022,,financial,2025-01-08T07:07:13.816Z,2022-09-01T00:00:00Z,2022-09-01T00:00:00Z,"Accelerating local action in humanitarian and health crises
Regional Horn of Africa",['softly earmarked'],0.998,2022-09-01T00:00:00Z,Standard,['Multiyear'],True,298063.0,EUR,Traditional aid,258272.0,commitment,2025-01-08T07:07:13.816Z,1,"[{'type': 'Organization', 'id': '8523', 'name': ""European Commission's Humanitarian Aid and Civil Protection Department"", 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['Other Multilateral Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '43', 'name': '2022', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '4393', 'name': 'International Federation of Red Cross and Red Crescent Societies', 'behavior': 'single', 'organizationTypes': ['Red Cross/Red Crescent Organizations'], 'organizationSubTypes': ['International Red Cross/Red Crescent Movement'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '7', 'name': 'Health', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': ""European Commission's Humanitarian Aid and Civil Protection Department"", 'reportChannel': 'From EDRIS', 'date': '2022-09-01T00:00:00.000Z'}]",ECHO/-AF/BUD/2022/92088
335727,7771784,,,,financial,2025-01-10T11:57:06.941Z,2025-01-10T00:00:00Z,2024-12-12T00:00:00Z,Improving food self-sufficiency of climate and conflict-affected small-scale producers in South Sudan,['earmarked'],10.937,2025-01-09T00:00:00Z,Standard,,True,85000000.0,NOK,Traditional aid,,paid,2025-01-27T10:00:09.149Z,1,"[{'type': 'Organization', 'id': '2930', 'name': 'Norway, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '167', 'name': 'Norway', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '8417', 'name': 'UN Agencies (Confidential)', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '7813', 'name': 'Food Security and Livelihoods', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '6', 'name': 'Food Security', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'UN Agencies (Confidential)', 'reportChannel': 'Email', 'date': '2025-01-10T00:00:00.000Z'}, {'sourceType': 'Primary', 'organization': 'UN Agencies (Confidential)', 'reportChannel': 'Email', 'date': '2025-01-27T00:00:00.000Z'}]",SSD-22/0004   OSRO/SSD/046/NOR
335841,0,36666666.0,,"[335842, 335843, 335844, 335845]",financial,2025-01-14T07:34:28.017Z,2025-01-14T00:00:00Z,2024-12-12T00:00:00Z,South Sudan's Green and Resilient Agriculture and Climate Economy (GRACE),['unearmarked'],0.96,2024-12-19T00:00:00Z,Parked,['Multiyear'],True,0.0,EUR,Traditional aid,,commitment,2025-01-27T09:52:32.922Z,1,"[{'type': 'Organization', 'id': '2966', 'name': 'European Commission', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['Other Multilateral Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '8417', 'name': 'UN Agencies (Confidential)', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '6', 'name': 'Food Security', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '48', 'name': '2027', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '49', 'name': '2028', 'behavior': 'shared'}]",incoming,shared,"[{'sourceType': 'Primary', 'organization': 'UN Agencies (Confidential)', 'reportChannel': 'Email', 'date': '2025-01-10T00:00:00.000Z'}, {'sourceType': 'Primary', 'organization': 'UN Agencies (Confidential)', 'reportChannel': 'Email', 'date': '2025-01-27T00:00:00.000Z'}]",700002697  UNJP/SSD/043/EC
335842,12888117,,,,financial,2025-01-14T07:34:28.017Z,2025-01-14T00:00:00Z,2024-12-12T00:00:00Z,South Sudan's Green and Resilient Agriculture and Climate Economy (GRACE),['unearmarked'],0.96,2024-12-19T00:00:00Z,Standard,['Multiyear'],True,12372592.0,EUR,Traditional aid,335841.0,commitment,2025-01-27T07:48:05.922Z,1,"[{'type': 'Organization', 'id': '2966', 'name': 'European Commission', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['Other Multilateral Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '8417', 'name': 'UN Agencies (Confidential)', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '26512', 'name': 'Agriculture', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'UN Agencies (Confidential)', 'reportChannel': 'Email', 'date': '2025-01-10T00:00:00.000Z'}]",700002697  UNJP/SSD/043/EC
335890,726670,,2025,,financial,2025-01-25T02:31:30.384Z,2025-01-23T00:00:00Z,2025-01-09T00:00:00Z,Canada Contribution to South Sudan Humanitarian Fund (SSHF) 2025,['softly earmarked'],1.442,2025-01-15T00:00:00Z,Standard,,True,1050000.0,CAD,Traditional aid,,paid,2025-01-27T07:25:15.798Z,3,"[{'type': 'Organization', 'id': '2928', 'name': 'Canada, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '40', 'name': 'Canada', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '7656', 'name': 'South Sudan Humanitarian Fund', 'behavior': 'single', 'organizationTypes': ['Pooled Funds'], 'organizationSubTypes': ['Country-based UN Pooled Funds'], 'organizationLevels': ['Pooled Funds']}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Office for the Coordination of Humanitarian Affairs', 'reportChannel': 'From OCT-CBPF', 'date': '2025-01-25T00:00:00.000Z'}]",OCT/CAN/2025/77295/OCHA(CBPF-OCHA)/SSD/84018 Project no: P013970 Arrangement no: 7456644
337126,167500,,,,financial,2025-02-10T16:02:57.436Z,2025-02-10T00:00:00Z,2024-11-01T00:00:00Z,Promoting Spaces for Conflict Prevention and Reduced Vulnerability in Abyei.,['unearmarked'],,2025-02-10T00:00:00Z,Standard,,False,,,Traditional aid,,commitment,2025-03-19T13:42:04.428Z,1,"[{'type': 'Organization', 'id': '14621', 'name': 'United Nations Interim Security Force for Abyei', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '4399', 'name': 'Food and Agriculture Organization of the United Nations', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '7813', 'name': 'Food Security and Livelihoods', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '6', 'name': 'Food Security', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Food and Agriculture Organization of the United Nations', 'reportChannel': 'Email', 'date': '2025-02-10T00:00:00.000Z'}, {'sourceType': 'Primary', 'organization': 'Food and Agriculture Organization of the United Nations', 'reportChannel': 'Email', 'date': '2025-03-19T00:00:00.000Z'}]",UNUN/SSD/050/SFA
338185,125000,,2024,,financial,2025-02-21T07:26:05.704Z,2025-02-21T00:00:00Z,2024-11-22T00:00:00Z,Flexible humanitarian funding from Save the Children International's Humanitarian Fund,['unearmarked'],,2025-02-06T00:00:00Z,Standard,,True,,,Traditional aid,,commitment,2025-02-21T07:26:05.704Z,1,"[{'type': 'Organization', 'id': '2849', 'name': 'Save the Children', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '2849', 'name': 'Save the Children', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '7814', 'name': 'Health', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '7', 'name': 'Health', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Save the Children', 'reportChannel': 'Email', 'date': '2025-02-06T00:00:00.000Z'}]",99701212
338187,92552,,2024,,financial,2026-07-09T08:00:34.691Z,2025-02-21T00:00:00Z,2024-11-22T00:00:00Z,Flexible humanitarian funding from Save the Children International's Humanitarian Fund,['unearmarked'],,2025-02-06T00:00:00Z,Standard,,True,,,Traditional aid,,commitment,2026-07-09T08:00:34.691Z,2,"[{'type': 'Organization', 'id': '2849', 'name': 'Save the Children', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '2849', 'name': 'Save the Children', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '7812', 'name': 'Education', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '3', 'name': 'Education', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Save the Children', 'reportChannel': 'Email', 'date': '2026-07-09T00:00:00.000Z'}]",99701212
338391,79662,,2024,,financial,2025-02-24T11:17:56.933Z,2025-02-21T00:00:00Z,2024-12-19T00:00:00Z,South Sudan Humanitarian Response Plan 2024,['tightly earmarked'],,2025-01-31T00:00:00Z,Standard,,False,,,Traditional aid,,paid,2025-02-24T11:17:56.933Z,1,"[{'type': 'Organization', 'id': '4532', 'name': 'United Nations Joint Programme on HIV/AIDS', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '4397', 'name': 'United Nations High Commissioner for Refugees', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '7818', 'name': 'Refugee Response', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '26479', 'name': 'Multi-sector', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'United Nations High Commissioner for Refugees', 'reportChannel': 'Email', 'date': '2025-01-31T00:00:00.000Z'}]",23-UN-UNAIDS-001-02
338672,1034126,,2024,,financial,2025-03-04T02:25:23.888Z,2025-02-20T00:00:00Z,2024-07-25T00:00:00Z,Germany Contribution to OCHA 2025,['softly earmarked'],0.967,2025-03-04T00:00:00Z,Standard,,True,1000000.0,EUR,Traditional aid,,paid,2025-03-05T07:15:40.242Z,1,"[{'type': 'Organization', 'id': '4306', 'name': 'Germany, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '4396', 'name': 'Office for the Coordination of Humanitarian Affairs', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '7811', 'name': 'Coordination and Common Services', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '26480', 'name': 'Coordination and support services', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'Project', 'id': '222229', 'name': 'Strengthening Humanitarian Coordination and Common Services in South Sudan', 'behavior': 'single', 'code': 'HSSD25-CSS-222229-1'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Office for the Coordination of Humanitarian Affairs', 'reportChannel': 'From OCT-OCHA', 'date': '2025-03-04T00:00:00.000Z'}]",OCT/DEU/2025/77176/OCHA(OCHA Program)/SSD/84393 glob/OCHA/LB/2024
338700,361944,,2025,,financial,2025-03-11T02:33:29.693Z,2025-02-28T00:00:00Z,2025-03-04T00:00:00Z,Luxembourg Contribution to South Sudan Humanitarian Fund (SSHF) 2025,['softly earmarked'],0.96,2025-03-05T00:00:00Z,Standard,,True,350000.0,EUR,Traditional aid,,paid,2025-03-11T05:15:01.394Z,2,"[{'type': 'Organization', 'id': '4384', 'name': 'Luxembourg, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '130', 'name': 'Luxembourg', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '7656', 'name': 'South Sudan Humanitarian Fund', 'behavior': 'single', 'organizationTypes': ['Pooled Funds'], 'organizationSubTypes': ['Country-based UN Pooled Funds'], 'organizationLevels': ['Pooled Funds']}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Office for the Coordination of Humanitarian Affairs', 'reportChannel': 'From OCT-CBPF', 'date': '2025-03-11T00:00:00.000Z'}]",OCT/LUX/2025/77531/OCHA(CBPF-OCHA)/SSD/84374 -
338765,2726133,6939625.0,,"[338766, 338767, 338768]",financial,2025-03-06T10:41:41.653Z,2025-03-06T00:00:00Z,2025-03-04T00:00:00Z,Expanding Agricultural Climate Resilience in South Sudan Project,['unearmarked'],1.441,2025-03-05T00:00:00Z,Parked,['Multiyear'],True,3928358.0,CAD,Traditional aid,,commitment,2026-07-17T07:45:59.776Z,1,"[{'type': 'Organization', 'id': '2928', 'name': 'Canada, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '40', 'name': 'Canada', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '8417', 'name': 'UN Agencies (Confidential)', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '6', 'name': 'Food Security', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '48', 'name': '2027', 'behavior': 'shared'}]",incoming,shared,"[{'sourceType': 'Primary', 'organization': 'UN Agencies (Confidential)', 'reportChannel': 'Email', 'date': '2025-03-05T00:00:00.000Z'}]",P011638001  OSRO/SSD/051/CAN
338766,2399305,,,,financial,2025-03-06T10:41:41.653Z,2025-03-06T00:00:00Z,2025-03-04T00:00:00Z,Expanding Agricultural Climate Resilience in South Sudan Project,['unearmarked'],1.441,2025-03-05T00:00:00Z,Standard,['Multiyear'],True,3457399.0,CAD,Traditional aid,338765.0,commitment,2025-11-03T09:50:15.539Z,1,"[{'type': 'Organization', 'id': '2928', 'name': 'Canada, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '40', 'name': 'Canada', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '8417', 'name': 'UN Agencies (Confidential)', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '7813', 'name': 'Food Security and Livelihoods', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '6', 'name': 'Food Security', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'UN Agencies (Confidential)', 'reportChannel': 'Email', 'date': '2025-03-05T00:00:00.000Z'}]",P011638001  OSRO/SSD/051/CAN
338824,1772735,,2025,,financial,2025-03-06T15:03:49.296Z,2025-03-06T00:00:00Z,2024-02-06T00:00:00Z,"Support to ICRC's South Sudan Appeal. International humanitarian law aims to prevent and alleviate suffering in war without discrimination based on sex, but recognize that women face specific problems in armed conflict, such as sexual violence and risks to their health. It recognizes this in the general protection it affords to both women and men, as well as in some specific provisions providing additional protection to women.
----- NORAD",['earmarked'],11.282,2025-03-06T00:00:00Z,Standard,['NORAD'],True,20000000.0,NOK,Traditional aid,,paid,2025-03-06T15:03:49.296Z,1,"[{'type': 'Organization', 'id': '2930', 'name': 'Norway, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '167', 'name': 'Norway', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '2473', 'name': 'Norwegian Red Cross', 'behavior': 'single', 'organizationTypes': ['Red Cross/Red Crescent Organizations'], 'organizationSubTypes': ['International Red Cross/Red Crescent Movement'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '13', 'name': 'Protection - Gender-Based Violence', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Norway, Government of', 'reportChannel': 'Email', 'date': '2025-03-06T00:00:00.000Z'}]",QZA-23/0004-17
338873,498426,,,,financial,2025-03-07T20:27:12.908Z,2025-03-13T00:00:00Z,2024-12-23T00:00:00Z,Support to the vulnerable livelihoods of Agro-pastoralists in South Sudan,['unearmarked'],0.953,2025-03-07T00:00:00Z,Standard,,True,475000.0,EUR,Traditional aid,,commitment,2025-03-13T09:01:47.766Z,1,"[{'type': 'Organization', 'id': '3009', 'name': 'Ireland, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '107', 'name': 'Ireland', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '8417', 'name': 'UN Agencies (Confidential)', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '26512', 'name': 'Agriculture', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'UN Agencies (Confidential)', 'reportChannel': 'Email', 'date': '2025-03-07T00:00:00.000Z'}, {'sourceType': 'Primary', 'organization': 'UN Agencies (Confidential)', 'reportChannel': 'Email', 'date': '2025-03-13T00:00:00.000Z'}]",GINC/INT/001/IRE OSRO/SSD/052/IRE
339062,0,238000.0,2025,"[339063, 339064]",financial,2026-07-02T02:33:56.771Z,2025-03-10T00:00:00Z,2025-02-26T00:00:00Z,"Allocation Type: Reserve - Reserve allocation 1
Shelter/NFI Response to the most vulnerable South Sudan Returnees affected by Sudan crisis and host communities in Budang payam in  Rubkona County ,  , Unity State.
Project Start Date: 2025-02-27 - Project End Date: 2026-06-30
Project Code: CBPF-SSD-25-R-INGO-34949
Emergency Type: Conflict - Displacement",['earmarked'],,2025-02-25T00:00:00Z,Parked,,False,,,Traditional aid,,paid,2026-07-02T12:46:42.638Z,3,"[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '7656', 'name': 'South Sudan Humanitarian Fund', 'behavior': 'single', 'organizationTypes': ['Pooled Funds'], 'organizationSubTypes': ['Country-based UN Pooled Funds'], 'organizationLevels': ['Pooled Funds']}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '2178', 'name': 'Norwegian Refugee Council', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",internal,single,"[{'sourceType': 'Primary', 'organization': 'South Sudan Humanitarian Fund', 'reportChannel': 'From OneGMS-CBPF', 'date': '2026-06-30T00:00:00.000Z'}]",CBPF-SSD-25-R-INGO-34949
